rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2022,94,10,1,0,23,0,15,86,42,91,0,30,5086,92,74,40,0,14,73,551027970,5,97,36,27,72,79,88,90,0,0,64720000,3,66,62140000,Hurts,29,93,161800000,76,6,0,0,0,20,87,False,19,29780000,0,31,64,37,0,8223,95,90,False,172000000,33,0,7,4,0,0,86,1,8,23,86,89,93,0,0,Houston,0,22,18,False,10,54,1,16,9,22,1998,63,223,24,86,758644752,89,93,0,6,704,Oklahoma,Jalen,36,2,91,71,1,1,28,96,7,79,0,27,[],1,0,2,QB,91,1,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1108, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': ""Don't take sacks"", 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Run & Gun', 'signatureActivationDescription': 'Make consecutive passes for 5+ yards in air', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Many passers use a combination of mobility and aggressiveness to make big plays. When they enter the zone, they have perfect accuracy while throwing on the run.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 70, 'signatureAbility': {'signatureLogoId': 1135, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Fastbreak', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability receive better blocking support on designed quarterback run plays.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1150, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Juke Box', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability have steerable juke animations.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1138, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Gunslinger', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability have faster passing speed and release the ball quicker.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1172, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Anchored Extender', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'While in the pocket, passers with this ability are almost guaranteed to break the first sack attempt by a blitzing defensive back.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 90, 'signatureAbility': {'signatureLogoId': 1340, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Quick Draw', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability have faster passing animations when they are throwing under pressure'}, 'isEmpty': False}]",91,90,83,22,90,21033,20,4,1,92,3,17,True,50
2019,6,87,0,0,50,1,45,25,48,83,0,86,12218,6,54,24,0,43,76,551029558,2,97,94,16,46,23,46,6,1,1,74010000,2,72,25880000,Watt,32,87,123210000,84,6,0,1,0,45,99,False,45,1210000,1,14,43,93,0,6397,49,99,False,71280000,45,0,11,3,0,0,94,1,10,57,88,6,95,85,0,Pewaukee,0,45,45,False,95,57,0,58,26,66,1994,53,252,24,94,758644752,84,12,0,13,8770,Wisconsin,T.J.,76,3,71,52,2,90,89,16,10,37,0,22,[],1,1,2,LOLB,84,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1132, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Edge Threat', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability use faster, more dominant pass rush moves while rushing from the edge of the defense.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1300, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'No Outsiders', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability use faster run shed moves for a better chance at shedding blocks against outside zone plays.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1215, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Strip Specialist', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability can still tackle effectively while trying to strip the football.'}, 'isEmpty': False}]",87,95,25,6,95,12562,97,13,0,6,3,7,True,52
2024,6,29,0,0,21,0,34,27,4,95,0,67,1290,6,23,26,0,92,71,551028467,0,97,83,15,55,53,73,6,0,0,34170000,1,66,16820000,McDuffie,26,91,72870000,61,6,0,1,0,34,94,False,33,1130000,1,16,85,78,0,6987,63,99,False,46510000,34,0,13,3,0,0,93,1,9,22,92,6,86,91,0,Westminster,0,33,33,False,38,61,0,92,9,91,2000,59,193,24,93,758644752,91,15,0,8,1844,Washington,Trent,46,4,91,26,2,22,55,10,5,66,0,17,[],1,1,2,CB,89,0,[],93,94,26,68,94,22265,96,11,2,6,3,11,True,52
2021,6,92,0,0,10,0,45,23,29,79,0,82,2458,6,30,14,0,30,77,551027621,0,97,90,15,54,20,33,6,1,0,34910000,1,30,21500000,Gary,29,82,34910000,81,2,0,0,0,45,91,False,45,1210000,1,10,52,82,0,25726,27,99,False,9610000,45,0,3,3,0,0,86,1,12,10,89,6,84,85,0,Plainfield,0,45,45,False,76,16,0,39,26,49,1997,32,277,24,86,758644752,85,12,0,11,9467,Michigan,Rashan,83,5,71,24,2,52,81,14,8,24,0,14,[],0,0,2,LE,89,0,[],89,86,19,10,86,20551,85,20,0,6,2,6,True,18
2022,6,30,0,0,20,0,35,35,19,87,0,67,602,6,49,60,0,85,74,551027362,4,97,76,16,55,53,72,6,0,0,15800000,1,86,14410000,Diggs,29,97,15800000,69,2,0,1,0,35,93,False,35,6910000,0,56,75,70,0,17642,70,96,False,13310000,42,0,20,2,0,0,88,2,9,20,95,6,80,90,0,Gaithersburg,0,35,35,False,42,82,0,87,9,95,1997,74,195,24,88,758644752,92,12,0,13,250,Alabama,Trevon,53,6,87,41,2,7,57,10,7,65,0,58,[],1,0,2,CB,86,0,[],90,90,35,78,90,21260,89,15,2,6,2,54,True,78
2020,6,20,0,0,14,0,92,22,15,59,0,62,3880,6,15,10,0,10,78,551029172,0,97,27,88,53,8,10,6,0,0,18200000,1,19,19490000,Smith,31,90,18200000,92,2,0,1,0,81,92,False,87,9090000,1,5,75,55,0,27993,17,99,False,17590000,90,0,25,4,0,0,84,1,3,14,81,6,93,87,0,Olathe,0,82,83,False,10,12,0,10,26,17,1996,29,315,24,84,758644752,68,12,0,15,9060,Auburn,Braden,85,7,53,29,2,72,20,15,9,10,0,15,[],0,0,2,RT,87,0,[],70,84,44,15,84,13124,22,2,1,6,2,5,True,10
2021,6,15,0,0,21,0,93,22,42,62,0,22,2062,6,10,10,0,10,76,551028458,4,97,25,87,53,9,10,6,0,0,26200000,1,30,15150000,McCoy,30,88,26200000,87,4,0,1,0,84,91,False,88,9050000,1,5,75,35,0,40043,10,95,False,36050000,91,0,27,4,0,0,82,1,8,22,76,6,88,85,0,Lufkin,0,84,81,False,12,12,0,11,9,13,1997,30,303,24,82,758644752,75,12,0,5,9563,Texas A&M,Erik,88,8,59,20,2,78,23,15,8,10,0,12,[],0,0,2,C,87,0,[],78,87,22,10,87,20437,28,4,1,6,4,5,True,10
2025,10,10,1,0,13,0,24,27,8,90,1,13,190,20,35,85,1,15,70,551027341,4,95,29,22,54,72,88,10,0,0,20700000,1,90,12720000,Dell,27,93,24200000,50,4,0,0,0,21,88,False,14,5820000,0,86,62,21,0,1973,88,79,False,24300000,51,0,29,4,0,0,84,1,10,19,81,6,81,87,0,Daytona Beach,0,27,16,False,10,87,0,10,26,10,1999,70,165,24,84,758644752,92,17,1,6,2090,Houston,Tank,33,9,93,28,2,3,18,17,4,83,0,82,[],1,0,2,WR,83,0,[],94,86,35,79,86,22764,16,6,2,15,3,83,True,89
2024,15,10,0,0,31,0,83,22,50,72,0,23,805,12,37,32,0,10,78,551028909,0,97,34,85,53,33,29,9,0,0,20800000,1,46,9770000,Raimann,29,87,20800000,91,3,0,1,0,83,84,False,79,4170000,1,26,75,33,0,8318,46,99,False,17970000,81,0,23,4,0,0,81,1,9,33,75,6,83,89,0,Steinbrunn,0,89,91,False,10,43,0,14,9,16,1997,50,303,24,81,758644752,71,17,0,15,1903,Central Michigan,Bernhard,91,10,60,34,2,79,27,12,5,24,0,33,[],0,0,0,LT,90,0,[],81,84,30,10,84,22132,15,0,1,10,3,21,True,45
2025,10,10,0,1,19,0,64,25,27,87,0,41,1386,15,64,76,1,23,76,551028215,5,97,33,56,55,70,73,6,0,0,15000000,3,93,10770000,Kincaid,27,84,24500000,71,4,0,1,0,60,79,False,59,3270000,0,82,54,37,0,4000,77,94,False,12900000,61,0,18,4,0,0,86,1,10,21,90,6,83,79,0,Las Vegas,0,58,55,False,10,87,0,16,9,20,1999,77,240,24,86,758644752,86,17,1,12,2277,Utah,Dalton,62,12,79,71,2,86,35,10,4,62,0,82,[],1,0,2,TE,87,1,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1358, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': 'Consecutive passes not targeted', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Grab and Smash', 'signatureActivationDescription': 'Make 10+ yard receptions', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Not all receivers need fancy footwork. When they enter the zone, they have increased success chance on stiff arm and truck attempts following the catch.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1123, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Bulldozer', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability have more powerful truck animations.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1196, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Slot Apprentice', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'When lined up in the slot, players with this ability have access to four additional hot routes during pre-play adjustments.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1399, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Persistent', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability are harder to knock out of The Zone'}, 'isEmpty': False}, {'locked': True, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': False}]",90,86,23,39,86,22823,17,5,1,10,2,67,True,87
