rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2024,6,38,0,0,16,0,35,27,21,91,0,69,2304,6,41,32,0,99,75,551027613,0,97,81,21,58,61,75,6,0,0,46800000,3,78,22730000,Gardner,27,95,88000000,65,7,0,1,0,35,99,False,35,7130000,0,22,75,79,0,10211,72,95,False,57400000,35,0,31,2,0,0,99,2,8,17,94,6,92,91,0,Detroit,0,35,35,False,52,65,0,99,13,99,2000,64,200,24,99,758644740,93,20,0,11,1712,Cincinnati,Sauce,55,2,91,36,2,1,55,10,5,67,1,35,[],0,0,2,CB,96,0,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1206, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': ""Don't allow yards"", 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Universal Coverage', 'signatureActivationDescription': 'Force incompletions', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'The most physical coverage defenders prevent catches from happening even when their target has hands on the ball. When they enter the zone, they are nearly guaranteed knockouts.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1332, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Medium Route KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch tackle knockouts in man-to-man versus medium routes, 10-20 yards from the LoS.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1347, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Short Route KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch tackle knockouts in man-to-man versus short routes less than 10 yards from LoS'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1320, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Deep Out Zone KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch knockouts and react quicker in deep zone coverage, 20+ yards from the LoS and outside the hash marks.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 1338, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'One Step Ahead', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability generally react much faster to receiver cut moves when in man coverage'}, 'isEmpty': False}]",94,99,35,40,99,22260,99,11,2,6,4,18,True,64
2023,91,10,0,0,23,0,16,92,9,88,0,19,4887,90,55,29,0,10,78,551028285,5,97,31,19,62,74,75,85,0,0,72120000,1,50,45170000,Lawrence,27,92,99150000,69,6,0,2,0,18,79,False,18,27140000,0,18,66,27,1,11119,88,98,False,158680000,21,0,6,4,0,0,83,1,10,27,81,84,91,0,0,Cartersville,0,16,14,False,10,28,1,13,22,18,1999,66,220,24,83,758644740,87,86,0,12,1372,Clemson,Trevor,26,3,83,60,2,16,24,86,6,75,0,20,[],1,0,1,QB,92,1,[],89,84,78,13,84,21553,18,6,1,90,4,13,True,25
2021,6,78,0,0,17,1,45,24,8,87,0,82,3121,6,32,15,0,22,77,551027065,0,97,89,13,53,21,42,6,0,1,8900000,1,48,20360000,Burns,29,84,34200000,76,4,3,1,0,45,93,False,45,11460000,1,10,18,88,0,20123,33,99,False,38400000,45,0,23,3,0,0,83,1,4,15,86,6,87,87,23970000,Fort Lauderdale,32230000,45,45,False,90,34,0,41,13,52,1998,41,250,19,83,758644740,88,12,0,11,9406,Florida State,Brian,75,4,72,28,2,0,83,10,8,39,0,17,[],0,1,2,RE,93,0,[],91,90,12,10,90,20566,88,20,0,6,1,5,True,28
2027,7,35,0,0,31,0,80,14,46,63,0,46,806,9,44,12,0,10,78,551027593,0,97,15,88,55,24,13,6,0,0,36000000,1,22,12000000,Fuaga,25,87,36000000,93,4,0,0,0,80,72,False,89,6000000,0,8,72,39,0,10,15,99,False,36000000,91,0,5,1,1,0,78,0,4,34,78,6,94,90,0,Tacoma,0,85,92,False,10,21,0,9,22,9,2002,33,324,24,78,758644740,68,15,0,15,10079,Oregon State,Taliese,92,5,50,44,0,75,42,5,3,12,0,12,[],0,0,2,LT,92,0,[],73,86,25,10,86,14696,15,0,0,7,4,5,True,18
2027,8,29,0,0,11,0,12,25,0,92,0,59,735,20,44,31,0,85,72,551028490,0,97,76,15,62,67,73,14,0,0,25000000,1,64,8030000,McKinstry,24,88,30000000,53,6,0,0,0,9,82,False,14,3030000,0,25,84,69,0,6469,66,98,False,25000000,21,0,30,1,0,0,79,1,9,13,83,10,85,87,0,Birmingham,0,15,10,False,39,66,0,94,13,76,2002,55,196,24,79,758644740,90,21,0,3,10173,Alabama,Kool-Aid,44,6,87,26,0,34,50,11,3,70,0,27,[],1,0,2,CB,91,0,[],92,86,26,83,86,14925,75,0,2,15,5,22,True,58
2025,6,24,0,0,30,0,86,25,12,58,0,22,806,8,26,14,0,10,76,551029152,0,97,30,84,55,25,19,8,0,0,23750000,1,36,7690000,Skoronski,26,88,23750000,88,4,0,1,0,93,82,False,80,4940000,0,10,72,25,0,4748,24,99,False,28340000,85,0,31,4,0,0,85,1,7,32,83,7,87,85,0,Park Ridge,0,89,78,False,16,15,0,10,22,9,2001,29,313,24,85,758644740,67,15,0,5,2395,Northwestern,Peter,87,7,59,27,2,77,22,7,4,15,0,18,[],1,0,2,LG,94,0,[],80,85,24,10,85,22698,26,6,1,8,4,5,True,22
2025,5,57,0,0,14,0,80,11,47,56,0,59,806,5,27,21,0,10,78,551029728,0,97,51,82,55,27,23,5,0,0,40000000,1,38,8500000,Wright,26,85,40000000,94,4,0,1,0,75,81,False,87,4500000,0,15,75,48,0,801,35,99,False,31800000,85,0,10,4,0,0,77,0,8,16,72,5,90,91,0,Huntington,0,85,92,False,45,36,0,10,13,15,2001,35,335,24,77,758644740,72,12,0,15,2487,Tennessee,Darnell,93,8,51,32,2,78,52,10,4,17,0,15,[],0,0,2,RT,93,0,[],75,86,11,10,86,22861,45,2,1,5,4,11,True,23
2024,19,49,0,0,15,0,45,24,17,80,0,85,947,19,42,32,0,46,75,551027168,6,97,88,32,55,44,61,10,0,0,24000000,1,57,13400000,Clark,27,85,27500000,68,4,0,1,0,45,78,False,45,5400000,0,29,71,95,0,6957,52,98,False,23100000,45,0,28,3,0,0,80,1,6,16,87,11,84,84,0,Baton Rouge,0,45,45,False,46,52,0,66,22,72,2000,58,240,24,80,758644740,90,21,0,1,1272,LSU,Damone,78,9,75,40,2,18,85,12,5,52,0,31,[],1,0,0,LOLB,78,0,[],89,84,35,10,84,22185,81,11,2,13,3,25,True,48
2027,20,10,0,0,22,0,26,23,42,90,0,34,632,20,78,65,0,25,72,551026999,6,58,41,31,47,86,94,10,0,0,3140000,2,65,6880000,Brooks,24,82,12560000,70,4,4,0,0,39,88,False,21,3740000,0,58,20,38,0,1017,94,90,False,12600000,32,0,21,1,0,0,92,0,7,28,85,15,86,91,18660000,Hallettsville,21350000,54,43,False,10,50,0,23,13,30,2003,95,216,1,92,758644740,90,25,0,1,10022,Texas,Jonathon,36,10,90,81,0,24,35,18,3,90,0,56,[],2,0,2,HB,88,1,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1150, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Juke Box', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability have steerable juke animations.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1214, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Balance Beam', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Avoid stumbling when carrying the ball'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1174, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Tank', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability will break almost any hit-stick tackle attempts made on them.'}, 'isEmpty': False}]",93,92,45,40,92,14621,30,0,2,15,1,51,False,50
2027,16,10,0,1,12,0,32,25,9,91,1,31,2038,15,48,91,1,16,72,551028455,0,97,39,20,65,73,88,6,0,0,5000000,2,90,6500000,McConkey,25,86,12500000,57,5,0,0,0,16,76,False,25,4000000,0,93,72,34,0,194,93,79,False,20000000,45,0,11,1,0,0,87,0,11,18,87,6,82,89,0,Chatsworth,0,31,20,False,10,92,0,12,22,17,2001,82,186,24,87,758644740,92,25,1,6,10169,Georgia,Ladd,43,11,94,41,0,15,33,16,3,74,0,86,[],1,0,2,WR,87,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1333, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Mid In Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Receivers with this ability catch more consistently while catching passes 10-20 yards from the LoS, inside the numbers'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1197, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Slot-O-Matic', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'When lined up in the slot, receivers with this ability make faster cuts and have better hands when catching passes less than 10 yards from the LoS'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1929, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Short Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Receivers with this ability catch more consistently while catching passes less than 10 yards from the LoS.'}, 'isEmpty': False}]",94,88,31,78,88,14651,14,0,0,10,2,93,True,91
