rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2023,6,24,0,0,20,0,98,18,50,60,0,33,2144,6,25,28,0,10,78,551029106,0,97,37,98,47,15,10,6,0,0,42900000,2,44,23610000,Sewell,26,95,81500000,97,6,0,1,0,89,98,False,99,9310000,1,17,65,32,0,14911,20,99,False,57500000,99,0,9,4,0,0,95,1,10,23,70,6,91,94,0,Malaeimi,0,97,97,False,16,15,0,12,33,12,2000,35,325,24,95,758644769,69,13,0,5,963,Oregon,Penei,98,2,58,30,2,77,35,14,6,10,1,15,[],0,0,2,RT,95,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1343, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Screen Protector', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Blockers with this ability will dominantly win impact blocks on screen plays'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1337, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Natural Talent', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Blockers with this ability start every new blocking encounter with built-in resistance'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': True}, {'locked': False, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': True}]",73,99,56,10,99,21540,19,4,1,6,3,5,True,17
2023,10,10,0,1,14,0,28,32,4,91,0,23,3646,20,62,99,1,20,72,551029237,5,6,36,26,51,95,98,10,0,0,37500000,3,99,27820000,St. Brown,27,92,71500000,67,6,0,0,0,23,99,False,36,15320000,0,99,69,34,0,4359,99,79,False,86500000,47,0,24,4,0,0,98,2,10,20,92,18,85,89,0,Anaheim Hills,0,30,27,False,10,97,0,12,2,19,1999,98,195,24,98,758644769,90,20,1,1,1313,USC,Amon-Ra,48,3,91,65,2,14,33,20,6,85,0,97,[],1,0,2,WR,92,1,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1103, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': 'Consecutive passes not targeted', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Double Me', 'signatureActivationDescription': 'Make 20+ yard catches', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Aggressive receivers overpower defenders and attack the football. When they enter the zone, this ability increases their success rate on aggressive catches against single coverage.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1923, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Backyard WR', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'When lined up as a receiver; players with this ability have access to four additional hot routes during pre-play adjustments; and react more promptly to playmaker inputs.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1929, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Short Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Receivers with this ability catch more consistently while catching passes less than 10 yards from the LoS.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1918, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Mid Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Receivers with this ability catch more consistently while catching passes 10-20 yards from the LoS.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 1905, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Deep Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Receivers with this ability catch more consistently while catching passes 20+ yards from the LoS.'}, 'isEmpty': False}]",93,99,30,74,99,21606,19,4,1,15,3,99,False,99
2020,6,38,0,0,13,0,35,15,29,87,0,85,6087,6,55,28,0,77,73,551027535,5,97,83,18,47,58,79,6,0,0,10900000,2,79,26450000,Fitzpatrick,30,93,21800000,64,2,4,1,0,35,91,False,35,15550000,1,23,51,80,0,26699,81,98,False,29600000,35,0,17,3,0,0,91,2,11,15,85,6,88,85,32360000,New Brunswick,48520000,35,35,False,50,62,0,81,33,93,1996,66,207,2,91,758644769,90,18,0,8,8887,Alabama,Minkah,63,4,87,47,2,39,60,16,9,69,0,29,[],1,0,2,FS,93,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1165, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Pick Artist', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability have higher chance to catch uncontested interceptions, and they have unlimited stamina on the return (until using a special move or breaking a tackle).'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1212, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Tip Drill', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability have an increased chance to catch passes that have been tipped into the air.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1320, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Deep Out Zone KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch knockouts and react quicker in deep zone coverage, 20+ yards from the LoS and outside the hash marks.'}, 'isEmpty': False}]",92,91,19,68,91,13084,89,11,1,6,1,18,True,59
2027,25,30,0,0,17,0,26,35,8,93,0,73,1310,24,40,51,0,89,72,551026787,0,97,86,19,55,66,78,19,0,0,6000000,2,80,12000000,Arnold,25,89,24000000,58,4,4,0,0,23,78,False,25,6000000,0,46,86,89,0,8877,71,98,False,24000000,35,0,22,1,0,0,89,2,3,15,88,15,90,90,44000000,Tallahasse,37590000,35,24,False,34,70,0,92,2,93,2002,64,189,1,89,758644769,90,21,0,3,10001,Alabama,Terrion,46,5,90,35,0,1,45,13,3,73,0,39,[],0,0,2,CB,96,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1399, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Persistent', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability are harder to knock out of The Zone'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1320, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Deep Out Zone KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch knockouts and react quicker in deep zone coverage, 20+ yards from the LoS and outside the hash marks.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1396, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Inside Shade', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability generally react much faster to receiver cut moves when in man coverage and inside the numbers'}, 'isEmpty': False}]",95,93,25,55,93,14927,87,0,2,22,1,41,True,67
2024,6,97,0,0,17,0,45,22,4,84,0,93,1365,10,36,26,0,44,77,551029342,4,97,96,21,49,23,38,6,1,0,43500000,3,46,25460000,Thibodeaux,26,85,48500000,83,4,0,0,0,45,86,False,45,10960000,1,23,62,93,0,4284,37,99,False,42500000,45,0,15,3,0,0,93,0,12,15,87,6,85,88,0,S. Central Los Angeles,0,45,45,False,85,40,0,51,33,58,2000,48,258,24,93,758644769,88,17,0,13,1973,Oregon,Kayvon,82,6,72,34,2,5,75,13,5,31,0,30,[],1,1,2,LE,91,0,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1102, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': ""Don't allow yards"", 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Unstoppable Force', 'signatureActivationDescription': 'Sack the QB', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Elite pass rushers are a mix of strength, speed, and tenacity. When they enter the zone, this ability increases their win rate and block shed speed against one-on-one pass blocks.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1215, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Strip Specialist', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability can still tackle effectively while trying to strip the football.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1176, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Reach Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability can reach out of engaged blocks to tackle or sack nearby ballcarriers.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1384, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Recuperation', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability will recover from the effects of fatigue at an increased rate between plays.'}, 'isEmpty': False}, {'locked': True, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': False}]",92,93,26,10,93,22139,92,11,0,6,3,19,True,38
2019,15,40,0,0,20,0,35,25,46,89,0,86,7826,15,36,51,0,77,70,551026818,0,97,81,23,45,57,81,10,0,0,8000000,1,75,19600000,Baker,31,94,28000000,69,4,2,1,1,35,88,False,35,11600000,1,41,46,78,0,45664,76,63,False,36000000,35,0,10,2,0,0,86,2,1,20,84,15,93,84,10100000,Bellevue,13270000,35,35,False,49,75,0,81,33,81,1996,72,195,2,86,758644769,88,27,0,8,8472,Washington,Budda,68,8,87,36,2,3,63,17,10,72,0,47,[],2,1,2,SS,88,1,[],90,86,30,66,86,12549,89,20,1,10,1,36,True,71
2024,15,31,0,0,13,0,35,26,8,88,0,59,423,16,38,35,0,89,74,551027465,0,97,75,19,52,52,70,8,0,0,5000000,1,71,6500000,Emerson Jr,26,90,12500000,65,5,0,1,0,35,87,False,35,4000000,0,32,74,74,0,2568,61,96,False,20000000,35,0,27,2,0,0,86,0,9,19,86,6,83,88,0,Pensacola,0,35,35,False,39,55,0,86,2,99,2000,60,201,24,86,758644769,89,17,0,11,1565,Mississippi State,Martin,49,11,87,35,2,23,45,11,5,62,0,36,[],0,0,2,CB,93,0,[],91,90,30,42,90,22258,96,11,2,13,2,28,True,50
2024,6,51,0,0,20,0,45,25,23,83,0,86,376,6,33,20,0,39,71,551027333,0,97,88,20,54,38,60,6,0,0,6000000,1,66,5480000,Dean,26,89,9300000,66,4,0,1,1,45,85,False,45,2480000,1,13,77,92,0,10374,60,85,False,9450000,45,0,13,3,0,0,84,1,12,22,79,6,87,83,0,Horn Lake,0,45,45,False,62,64,0,63,2,71,2000,62,231,24,84,758644769,87,15,0,6,1347,Georgia,Nakobe,73,19,76,35,2,17,79,11,5,42,0,15,[],2,0,0,MLB,92,0,[],90,84,25,10,84,22402,91,12,2,6,2,8,True,57
2022,5,79,0,0,12,0,45,21,8,84,0,79,213,5,32,18,0,43,75,551029460,4,92,85,14,41,27,43,5,1,1,250000,0,48,2000000,Uche,28,81,1000000,73,4,1,0,0,45,68,False,45,1750000,1,10,20,83,0,3911,44,95,False,7000000,45,0,18,3,0,0,75,1,9,18,84,5,79,85,3570000,Miami,3830000,45,45,False,83,29,0,47,33,57,1998,44,245,2,75,758644769,87,16,0,8,634,Michigan,Josh,76,20,75,28,2,55,78,16,7,26,0,16,[],1,0,2,LE,84,0,[],91,79,16,10,79,20990,70,11,0,5,1,5,False,26
2023,79,10,0,0,45,0,12,93,43,84,0,14,29,88,53,34,0,10,74,551029677,0,97,31,17,43,63,67,77,0,0,150000,0,60,1500000,Wilson,28,81,600000,61,4,2,0,0,15,69,False,14,1350000,0,22,47,23,0,3956,78,96,False,5400000,18,0,3,4,0,0,73,1,8,57,74,82,87,0,5550000,Draper,2920000,15,15,False,10,31,1,12,33,15,1999,66,214,2,73,758644769,83,74,0,1,1367,BYU,Zach,21,28,80,40,0,4,22,82,6,65,0,16,[],1,0,1,QB,83,1,[],88,73,86,10,73,21559,17,0,1,80,1,16,True,29
