rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2027,91,10,0,0,46,0,12,94,32,82,0,16,2601,90,55,15,0,10,76,551028430,0,97,32,10,62,65,71,91,0,0,91500000,1,34,20000000,Maye,25,87,91500000,62,6,0,3,0,15,78,False,12,10000000,0,14,66,20,1,13100,79,98,False,155500000,12,0,30,4,0,0,87,0,8,55,72,89,90,0,0,Huntersville,0,15,15,False,10,15,1,12,31,15,2002,66,223,24,87,758644763,86,88,0,1,10165,North Carolina,Drake,12,2,78,43,0,10,18,93,3,62,0,15,[],1,0,1,QB,92,0,[],88,89,86,10,89,14501,17,0,2,93,6,12,True,15
2025,6,87,0,0,12,1,45,21,9,85,0,95,778,6,55,20,0,44,76,551026754,4,97,95,35,66,32,57,6,1,0,30300000,1,59,20440000,Anderson Jr,25,87,40360000,84,4,0,1,1,35,92,False,45,10340000,1,15,86,88,0,11754,57,95,False,45480000,45,0,2,4,0,0,93,1,9,15,87,6,91,87,0,Hampton,0,35,35,False,93,55,0,31,4,40,2001,50,263,24,93,758644763,87,17,0,3,856,Alabama,Will,77,3,75,48,2,51,93,12,4,55,0,21,[],1,1,2,RE,93,0,[],90,93,24,10,93,22702,94,20,0,6,3,10,True,48
2027,10,10,0,1,17,0,35,24,27,87,1,24,418,17,61,92,1,21,75,551028703,4,97,33,23,61,81,85,10,0,0,44210000,2,89,11580000,Odunze,25,87,44210000,65,6,0,0,0,20,86,False,30,7870000,0,89,54,30,0,283,91,92,False,54370000,50,0,3,1,0,0,87,0,6,18,93,6,86,89,0,Las Vegas,0,28,22,False,10,97,0,11,31,17,2002,88,212,24,87,758644763,91,24,1,11,10199,Washington,Rome,45,4,92,50,0,15,27,15,3,76,0,88,[],1,0,2,WR,87,1,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': True}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1325, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Energizer', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability will replenish a portion of their stamina upon successfully performing any skill move'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1209, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Outside Apprentice', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'When lined up at wide receiver (excluding slot), players with this ability have access to four additional hot routes during pre-play adjustments.'}, 'isEmpty': False}]",94,90,25,79,90,14645,14,0,2,14,6,96,True,95
2027,6,92,0,0,17,0,45,17,34,80,0,89,176,7,36,44,0,33,76,551029489,7,97,91,24,73,37,38,5,1,1,40800000,2,67,12000000,Verse,26,84,40800000,84,4,0,0,0,45,85,False,45,6000000,1,39,80,90,0,13067,38,97,False,45900000,45,0,4,1,0,0,89,0,11,18,84,6,86,86,0,Dayton,0,45,45,False,90,61,0,48,4,48,2000,62,254,24,89,758644763,86,17,0,3,10279,Florida State,Jared,82,5,65,42,0,8,89,14,3,32,0,39,[],2,0,2,LE,90,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1399, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Persistent', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability are harder to knock out of The Zone'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1188, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Run Stopper', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability do not need to spend a point on shed attempts during a run play'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1355, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Unpredictable', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ""Defenders with this ability are less likely to increase their blocker's resistance bars when performing shed wins""}, 'isEmpty': False}]",91,89,20,10,89,14752,88,0,0,6,4,32,True,60
2024,6,42,0,0,23,0,89,23,32,57,0,55,921,6,30,10,0,10,76,551027451,4,97,45,89,56,17,10,6,0,0,33300000,1,32,20730000,Ekwonu,26,88,38300000,92,4,0,1,0,69,80,False,94,9630000,1,5,60,45,0,10260,16,99,False,37700000,93,0,31,4,0,0,78,1,10,27,72,6,97,89,0,Charlotte,0,84,88,False,35,15,0,12,31,14,2000,40,320,24,78,758644763,75,14,0,5,1560,N.C. State,Ikem,91,6,56,28,2,79,44,11,5,10,0,12,[],0,0,2,LT,93,0,[],78,88,25,10,88,22439,35,4,1,6,3,5,True,14
2025,6,80,1,0,10,0,45,19,48,69,0,85,240,6,41,15,0,10,76,551026893,5,97,85,41,60,10,25,6,1,1,25000000,1,35,8500000,Benton,26,75,25000000,88,4,0,1,0,40,82,False,45,4500000,1,7,38,90,0,1797,25,99,False,23700000,45,0,17,4,0,0,83,0,6,13,73,6,88,81,0,Janesville,0,40,40,False,76,23,0,15,31,21,2001,38,309,24,83,758644763,70,14,0,5,8199,Wisconsin,Keeanu,85,8,59,35,2,95,86,15,4,22,0,15,[],1,0,2,DT,91,0,[],75,83,21,10,83,22934,85,11,0,6,4,6,True,21
2027,14,54,0,0,15,0,45,25,41,77,0,83,711,24,48,15,0,69,74,551027206,0,97,90,48,63,41,63,11,0,0,17400000,1,55,8890000,Colson,24,84,20900000,75,4,0,0,0,39,74,False,45,3090000,1,9,63,90,0,5660,55,95,False,15300000,45,0,6,1,0,0,70,0,12,20,81,15,94,83,0,Brentwood,0,40,37,False,46,55,0,71,4,73,2002,57,238,24,70,758644763,86,22,0,2,10040,Michigan,Junior,80,9,75,51,0,25,90,15,3,57,0,15,[],1,0,2,LOLB,89,0,[],90,85,29,35,85,14905,79,0,2,21,3,5,True,52
2027,14,20,0,1,12,0,65,29,50,79,1,15,554,27,70,81,1,10,78,551028100,12,4,31,59,66,73,72,10,0,0,5000000,2,85,6500000,Johnson,26,84,12500000,75,5,0,0,0,57,67,False,63,4000000,0,79,70,31,0,3542,80,99,False,20000000,70,0,26,1,0,0,84,0,2,18,90,6,89,79,0,Windsor,0,61,58,False,20,88,0,12,4,14,2001,76,264,24,84,758644763,87,22,1,13,10130,Penn State,Theo,65,11,76,78,0,87,27,13,3,63,0,83,[],0,0,2,TE,90,1,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1174, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Tank', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability will break almost any hit-stick tackle attempts made on them.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1344, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Second Wind', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability have a chance to replenish their stamina, once per play, when it is half depleted'}, 'isEmpty': False}, {'locked': True, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': False}]",90,84,52,6,84,14684,15,0,2,15,2,65,True,92
2024,6,30,0,0,17,0,73,26,8,62,0,39,792,6,39,14,0,10,79,551028653,4,97,31,85,57,24,32,6,0,0,10000000,1,30,9670000,Neal,26,86,17000000,91,4,0,1,0,66,80,False,90,4670000,0,8,69,35,0,5492,29,99,False,17100000,88,0,19,4,0,0,72,1,9,18,84,6,83,89,0,Okeechobee,0,91,88,False,33,24,0,10,31,12,2000,29,350,24,72,758644763,76,16,0,15,1864,Alabama,Evan,92,12,54,35,2,73,34,10,5,29,0,12,[],0,0,0,RT,93,0,[],79,86,20,10,86,22441,30,3,1,6,2,5,True,19
2027,40,11,0,1,22,0,27,52,2,92,0,15,370,47,51,84,1,16,73,551028795,0,97,30,25,67,75,82,39,0,0,1500000,1,90,4000000,Pearsall,26,86,6000000,61,4,2,0,0,19,79,False,20,2500000,0,88,69,24,0,6003,84,80,False,10000000,48,0,9,1,0,0,82,0,9,23,94,31,85,90,6510000,Chandler,8280000,31,21,False,11,90,0,16,4,20,2000,77,191,2,82,758644763,92,30,1,1,10206,Florida,Ricky,42,13,91,43,0,14,24,36,3,72,0,74,[],1,0,2,WR,90,0,[],91,83,20,79,83,14657,17,0,2,47,1,81,True,89
