rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2022,6,10,0,0,12,0,91,11,14,64,0,38,5846,6,34,15,0,10,77,551029689,4,85,30,93,43,20,16,6,0,0,43500000,2,37,24110000,Wirfs,28,93,82500000,91,6,0,1,0,96,96,False,88,9610000,1,5,65,38,0,25298,22,99,False,59000000,90,0,24,4,0,0,92,1,1,15,87,6,93,90,0,Mount Vernon,0,95,95,False,10,15,0,12,30,13,1999,36,320,24,92,758644757,77,12,0,13,681,Iowa,Tristan,94,2,58,36,2,78,25,10,7,13,0,15,[],0,0,2,LT,95,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1216, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Secure Protector', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ""Blockers with this ability reduce a rusher's chances of using a quick block shed move.""}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1337, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Natural Talent', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Blockers with this ability start every new blocking encounter with built-in resistance'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': True}, {'locked': False, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 1354, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Tough Nut', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Blockers with this ability have an increased number of blocker resistance points'}, 'isEmpty': False}]",78,96,6,10,96,20971,17,2,1,6,3,5,False,15
2024,6,95,0,0,12,0,45,24,21,81,0,94,3628,10,50,50,0,31,78,551027971,0,97,97,30,50,33,52,6,1,1,33600000,3,64,21740000,Hutchinson,27,87,65000000,87,6,0,0,0,45,97,False,45,10540000,1,44,75,98,0,11980,46,99,False,62500000,45,0,9,4,0,0,96,1,8,14,85,6,92,85,0,Plymouth,0,45,45,False,99,62,0,43,5,53,2000,59,265,24,96,758644757,81,12,0,11,1771,Michigan,Aidan,86,3,70,48,2,97,97,18,5,46,0,52,[],1,1,2,RE,92,0,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1114, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': 'Downs played', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Blitz', 'signatureActivationDescription': ""Make sacks or TFL's"", 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ""Effective D-Line captains aren't just examples to follow, they are motivators. When they enter the zone, all opposing blockers have their resistance bars wiped out.""}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1132, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Edge Threat', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability use faster, more dominant pass rush moves while rushing from the edge of the defense.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1313, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'B.O.G.O.', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability are granted a free pass rush move once per play after spending a pass rush point'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1380, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Run Committed', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability will dominantly win run blocks when they correctly use the Guess Play adjustment to predict a run. Incorrect guesses will result in a loss.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 1349, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Spinner', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability will ignore one bar of blocker resistance when attempting spin pass rush moves'}, 'isEmpty': False}]",90,98,17,10,98,22145,95,20,0,8,3,38,True,56
2027,6,90,0,0,15,1,45,18,8,84,0,80,899,6,25,15,0,29,75,551029449,0,97,97,21,45,29,36,6,0,1,89400000,3,33,13210000,Turner,24,84,89400000,77,4,0,3,0,45,90,False,45,9610000,1,8,50,99,0,7143,32,99,False,20110000,45,0,2,1,0,0,98,0,2,14,94,6,85,87,0,Fort Lauderdale,0,45,45,False,98,15,0,55,30,56,2003,35,247,24,98,758644757,90,12,0,3,10273,Alabama,Dallas,78,4,71,35,0,15,89,13,3,30,0,18,[],0,1,2,ROLB,90,0,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1102, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': ""Don't allow yards"", 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Unstoppable Force', 'signatureActivationDescription': 'Sack the QB', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Elite pass rushers are a mix of strength, speed, and tenacity. When they enter the zone, this ability increases their win rate and block shed speed against one-on-one pass blocks.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1176, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Reach Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability can reach out of engaged blocks to tackle or sack nearby ballcarriers.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1384, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Recuperation', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability will recover from the effects of fatigue at an increased rate between plays.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1311, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Adrenaline Rush', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Pass rushers with this ability will have all of their pass rush move points restored after sacking the QB'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 1350, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Stonewall', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability will frequently prevent additional yardage gains while tackling'}, 'isEmpty': False}]",94,98,20,10,98,14894,92,0,0,6,4,4,True,10
2027,29,25,0,0,16,0,21,33,9,92,0,54,1770,27,30,47,0,92,74,551029605,0,97,85,20,54,71,77,21,0,0,6000000,2,71,12000000,Wiggins,24,86,24000000,49,4,5,0,0,13,87,False,21,6000000,0,45,89,75,0,363,79,96,False,24000000,28,0,28,1,1,0,96,1,8,15,88,18,78,91,65640000,Atlanta,44160000,21,11,False,29,70,0,99,5,97,2003,58,173,4,96,758644757,96,32,0,3,10293,Clemson,Nate,32,5,91,21,0,2,40,16,3,76,0,37,[],0,0,2,CB,87,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1215, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Strip Specialist', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability can still tackle effectively while trying to strip the football.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1320, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Deep Out Zone KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch knockouts and react quicker in deep zone coverage, 20+ yards from the LoS and outside the hash marks.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1321, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Deep Route KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch tackle knockouts in man-to-man versus deep routes 20+ yards from the LoS.'}, 'isEmpty': False}]",95,96,21,72,96,14924,86,0,2,23,1,42,True,59
2025,34,10,0,0,13,0,29,44,42,91,0,23,4168,40,69,66,0,14,69,551026695,5,97,39,33,48,81,96,30,0,0,37500000,3,66,14130000,Achane,25,84,37500000,68,5,0,0,0,24,88,False,23,6630000,0,60,58,30,0,5972,97,99,False,42000000,32,0,13,3,0,0,96,1,10,18,82,28,87,94,0,Missouri City,0,45,30,False,10,50,0,13,5,19,2001,95,188,24,96,758644757,96,33,0,1,676,Texas A&M,De'Von,37,7,94,69,2,28,28,27,4,91,0,56,[],1,0,2,HB,90,1,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1115, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': 'Consecutive passes not targeted', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Satellite', 'signatureActivationDescription': 'Make 10+ yard receptions', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Some running backs have the talent to be elite receivers. When they enter the zone, this ability increases their success rate on possession and RAC catches against single coverage.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1325, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Energizer', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability will replenish a portion of their stamina upon successfully performing any skill move'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1214, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Balance Beam', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Avoid stumbling when carrying the ball'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1399, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Persistent', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability are harder to knock out of The Zone'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 1345, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Short In Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Receivers with this ability catch more consistently while catching passes less than 10 yards from the LoS, inside the numbers'}, 'isEmpty': False}]",94,96,28,81,96,22692,20,6,1,35,5,55,True,50
2027,9,33,0,0,12,0,21,21,29,85,0,73,1760,22,40,25,0,87,71,551028520,0,97,84,21,48,65,74,15,0,0,30700000,2,79,8500000,Melton,25,88,30700000,60,4,0,0,0,19,82,False,21,4500000,0,15,53,79,0,4954,68,99,False,22800000,35,0,15,5,0,0,90,2,4,15,95,6,83,91,0,Mays Landing,0,25,16,False,37,67,0,91,30,93,2002,55,187,24,90,758644757,93,10,0,3,10178,Rutgers,Max,52,8,86,30,0,16,45,8,3,70,0,35,[],0,0,2,CB,92,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1314, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Chuck Out', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability apply bonus fatigue to their target after a successful zone chuck'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1335, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Mid Zone KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch knockouts and react quicker in any mid-field zone coverage, less than 20 yards from the LoS inside the numbers and 10-20 outside.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1347, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Short Route KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch tackle knockouts in man-to-man versus short routes less than 10 yards from LoS'}, 'isEmpty': False}]",94,91,11,65,91,14953,93,0,2,21,4,10,True,65
2020,6,82,0,0,14,0,45,26,0,63,0,81,4233,6,39,15,0,13,75,551028794,0,97,87,34,51,32,27,6,1,0,9100000,1,46,17000000,Payne,30,83,9100000,95,1,1,1,0,45,83,False,45,7900000,1,7,63,84,0,36235,37,99,False,7900000,45,0,27,4,0,0,86,0,5,17,71,6,92,87,8490000,Birmingham,7870000,45,45,False,83,20,0,23,5,29,1997,46,320,2,86,758644757,77,12,0,13,9016,Alabama,Da'Ron,88,9,56,43,2,94,87,17,9,23,0,25,[],1,0,2,DT,95,0,[],82,86,19,10,86,13104,88,15,0,6,1,3,True,23
2019,6,33,0,0,28,0,66,15,17,58,0,42,2162,6,26,23,0,12,78,551028991,0,97,33,72,49,8,18,6,0,0,1500000,1,32,4000000,Robinson,31,89,6000000,90,4,1,1,0,84,85,False,70,2500000,1,13,75,29,0,13129,14,99,False,10000000,68,0,9,4,0,0,72,1,10,19,66,6,94,86,4340000,Monroe,4140000,86,91,False,26,22,0,11,5,17,1995,27,335,2,72,758644757,70,12,0,5,8705,Alabama,Cam,87,13,52,27,2,74,38,13,10,14,0,18,[],0,0,2,RT,89,0,[],68,83,17,8,83,12557,26,3,1,6,1,7,True,26
2020,6,10,0,0,12,0,70,22,27,61,0,35,1952,6,15,10,0,10,74,551027854,3,97,28,74,49,17,10,6,0,0,4300000,0,17,8750000,Hernandez,31,87,8600000,94,2,1,1,0,77,80,False,76,4450000,0,10,72,27,0,32897,12,80,False,8400000,73,0,2,4,0,0,78,1,9,17,68,6,93,90,2060000,Las Vegas,2650000,83,88,False,10,10,0,10,30,10,1995,25,332,2,78,758644757,68,12,0,15,8920,UTEP,Will,89,14,53,34,2,76,24,14,9,10,0,12,[],0,0,2,C,89,0,[],70,78,30,10,78,13114,15,6,1,6,1,10,True,12
2021,6,55,0,0,13,0,45,14,8,83,0,88,5362,6,36,13,0,51,71,551027072,0,97,85,22,46,19,41,6,0,0,3400000,0,63,6900000,Bush,29,85,10950000,74,4,3,0,1,45,84,False,45,3500000,0,5,77,87,0,7655,36,85,False,11050000,45,0,18,1,0,0,82,1,7,12,92,6,86,85,18660000,Pembroke Pines,10890000,45,45,False,62,57,0,66,5,79,1998,56,234,2,82,758644757,88,12,0,3,9408,Michigan,Devin,66,15,80,33,2,30,71,10,8,34,0,14,[],1,0,2,MLB,87,0,[],91,82,10,10,82,20583,79,14,2,6,1,5,True,55
