rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2025,21,48,1,0,12,0,62,31,12,85,1,61,2504,25,79,89,1,29,75,551028271,0,97,61,53,48,74,77,17,0,0,26100000,3,94,12600000,LaPorta,26,87,52500000,74,6,0,1,0,56,88,False,67,3900000,1,85,57,59,0,4608,78,91,False,29000000,66,0,12,3,0,0,93,1,1,17,84,23,90,80,0,Highland,0,59,58,False,43,90,0,31,31,36,2001,74,245,24,93,758644771,86,25,1,11,2286,Iowa,Sam,67,3,77,82,2,87,57,22,4,71,0,85,[],1,0,2,TE,90,1,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1183, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': 'Consecutive passes not targeted', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Wrecking Ball', 'signatureActivationDescription': 'Make 10+ yard receptions', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ""Wrecking Ball runners don't avoid contact. They create it. When they enter the zone, this ability increases their success rate on trucks and stiff arms.""}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1333, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Mid In Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Receivers with this ability catch more consistently while catching passes 10-20 yards from the LoS, inside the numbers'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1947, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Tireless Runner', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability are effective at recovering from attempted tackles regardless of their current stamina.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1341, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Reach For It', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability will frequently attempt to gain extra yards while being tackled'}, 'isEmpty': False}, {'locked': True, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': False}]",88,94,29,37,94,22826,43,3,1,22,3,74,True,93
2024,18,10,0,0,12,0,30,27,41,93,0,32,670,20,80,54,0,15,69,551029508,40,5,38,31,44,92,94,11,0,0,15000000,2,67,10430000,Walker III,26,90,32500000,81,6,0,1,0,30,88,False,23,5430000,0,47,31,36,0,10278,95,94,True,35000000,33,0,20,3,0,0,95,1,10,15,83,22,92,93,0,Arlington,0,54,34,False,10,45,0,12,4,18,2000,96,211,24,95,758644771,94,28,0,6,2005,Michigan State,Kenneth,35,4,90,87,2,9,33,11,5,84,0,48,[],1,0,2,HB,89,1,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1118, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Arm Bar', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Ballcarriers with this ability have more powerful stiff arm animations.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1157, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Matchup Nightmare', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Receivers with this ability make sharper cuts and frequently win contested catches when covered by linebackers and linemen.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': True}]",95,95,35,73,95,22338,15,0,1,15,3,41,False,46
2024,10,10,0,0,19,0,24,25,4,91,1,16,1448,15,46,89,1,20,72,551028729,4,97,38,21,46,71,75,6,0,0,34700000,1,93,16440000,Olave,27,90,34700000,59,4,0,0,0,18,88,False,18,9340000,0,87,59,17,0,13930,79,79,False,38740000,40,0,27,4,0,0,82,1,6,19,83,6,85,89,0,San Ysidro,0,28,13,False,10,88,0,21,31,29,2000,69,187,24,82,758644771,93,22,1,3,1870,Ohio State,Chris,39,7,92,35,2,12,20,19,5,72,0,83,[],1,0,2,WR,91,0,[],95,88,18,75,88,22072,29,3,1,10,4,89,True,88
2020,83,10,0,0,16,0,10,94,42,82,0,25,1992,86,63,28,0,10,73,551028433,0,97,33,26,50,66,62,77,0,0,31200000,0,64,24950000,Mayfield,32,83,55500000,69,6,0,0,0,10,77,False,15,14550000,0,17,47,32,0,31995,81,89,False,78000000,29,0,14,4,0,0,75,1,4,20,73,84,98,0,0,Austin,0,16,12,False,10,61,1,10,31,12,1995,61,215,24,75,758644771,84,78,0,3,8982,Oklahoma,Baker,32,9,78,66,2,6,28,80,9,58,0,15,[],1,0,1,QB,91,1,[],83,75,78,10,75,13117,15,2,1,81,3,13,True,23
2022,6,76,0,0,13,0,45,26,21,75,0,77,60,6,43,10,0,11,74,551027284,0,97,80,14,50,27,31,6,1,0,500000,0,31,2250000,Danna,29,80,2000000,82,4,2,1,0,45,81,False,45,1750000,1,5,14,89,0,13857,47,89,False,7000000,45,0,1,3,0,0,77,0,12,17,71,6,86,81,8140000,Detroit,7340000,45,45,False,72,18,0,16,4,25,1997,31,257,2,77,758644771,81,12,0,11,853,Michigan,Mike,84,16,64,37,2,51,74,10,7,32,0,15,[],1,1,2,RE,91,0,[],85,77,20,6,77,21231,83,14,0,6,1,5,True,16
2021,6,48,0,1,15,0,95,30,46,62,1,35,357,6,36,36,0,10,78,551028471,0,97,27,89,50,35,33,6,1,0,300000,0,52,2250000,McGary,32,87,1200000,87,4,1,1,0,69,95,False,84,1950000,0,29,85,34,0,38559,30,99,False,7800000,89,0,22,4,0,0,80,1,2,20,81,6,98,84,3460000,Fife,2740000,73,75,False,34,41,0,15,4,20,1995,46,306,2,80,758644771,73,12,0,5,9564,Washington,Kaleb,84,18,52,34,2,76,38,10,8,31,0,46,[],1,0,0,RT,89,1,[],73,80,30,10,80,20362,53,6,1,6,1,23,True,47
2024,21,25,0,0,13,0,30,24,0,92,0,60,182,16,31,54,0,61,68,551028152,0,97,75,15,50,74,87,8,0,0,1500000,0,77,3710000,Jones,28,93,3250000,48,3,1,1,0,27,74,False,31,2210000,0,45,46,60,0,12395,88,99,False,5950000,31,0,22,2,0,0,78,2,10,14,87,6,84,90,1210000,Enterprise,2040000,30,29,False,36,66,0,81,31,67,1998,65,175,2,78,758644771,93,24,0,6,1789,Houston,Marcus,41,21,93,26,2,25,42,10,5,83,0,29,[],1,0,0,CB,87,0,[],95,78,22,88,78,22224,74,11,2,12,1,42,True,48
2023,6,33,0,0,20,0,39,35,6,85,0,61,22,6,47,47,0,74,72,551028850,0,97,64,28,50,51,72,6,0,0,1000000,0,70,2880000,Pinnock,28,88,2100000,60,3,2,1,0,35,74,False,39,1880000,0,44,28,69,0,8944,69,95,False,4750000,39,0,30,2,0,0,70,2,6,20,89,6,87,82,2000000,Windsor,3730000,35,35,False,37,69,0,70,31,69,1999,56,205,2,70,758644771,86,12,0,3,1013,Pittsburgh,Jason,55,31,83,41,2,27,52,10,6,65,0,51,[],1,0,0,FS,89,0,[],91,70,35,60,70,21701,65,15,2,6,1,40,True,61
2027,6,85,0,0,19,1,45,22,8,70,0,83,76,6,31,13,0,23,75,551027378,0,97,87,14,50,12,29,6,1,1,15900000,0,35,10080000,Dorlus,26,85,15900000,85,4,0,0,0,44,73,False,44,4780000,1,6,56,82,0,5717,28,95,False,17550000,44,0,22,1,0,0,77,0,3,21,75,6,89,79,0,Fort Lauderdale,0,44,45,False,83,20,0,22,28,29,2001,26,283,24,77,758644771,77,12,0,5,10058,Oregon,Brandon,85,27,52,38,0,93,91,16,3,25,0,17,[],0,1,2,LE,88,0,[],82,79,21,9,79,14768,71,0,0,6,3,3,True,17
2025,13,10,1,1,18,0,34,30,42,83,0,25,20,20,78,85,1,19,76,551028107,4,97,36,24,50,82,75,10,0,0,0,0,85,1550000,Johnston,25,85,0,70,4,2,0,0,27,77,False,29,1550000,0,84,25,31,0,8035,87,96,False,6200000,52,0,6,4,0,0,76,1,9,22,94,12,87,87,3770000,Temple,6080000,35,30,False,10,88,0,13,5,19,2001,72,215,10,76,758644771,89,28,1,13,2241,TCU,Quentin,47,23,85,68,2,1,30,18,4,76,0,77,[],1,0,2,WR,89,1,[],90,78,22,40,78,22695,16,6,2,15,1,74,True,86
