rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2023,29,18,0,1,14,0,60,48,37,81,0,36,686,29,77,88,1,17,78,551028857,4,97,39,51,51,72,76,23,0,0,37600000,1,88,13060000,Pitts,26,88,56000000,71,6,0,1,0,60,79,False,57,3660000,0,84,56,41,0,18799,82,97,False,31000000,62,0,6,2,0,0,91,1,10,18,92,23,90,81,0,Philadelphia,0,63,57,False,32,90,1,16,29,23,2000,80,246,24,91,758644766,91,31,1,3,3807,Florida,Kyle,63,3,78,73,0,0,39,21,6,74,0,86,[],1,0,2,TE,90,0,[],93,91,22,37,91,21565,21,6,1,32,4,79,True,91
2022,6,46,0,0,20,0,35,35,42,88,0,86,2433,6,53,30,0,68,69,551029680,0,97,96,18,39,72,83,6,0,0,24000000,3,77,18890000,Winfield Jr,29,94,47500000,59,6,0,1,1,35,96,False,35,10890000,1,20,69,84,0,29671,82,76,False,62500000,35,0,16,2,0,0,96,2,8,20,89,6,87,84,0,The Woodlands,0,35,35,False,57,73,0,83,6,93,1998,67,203,24,96,758644766,91,21,0,6,680,Minnesota,Antoine,64,4,86,52,2,31,64,13,7,73,0,33,[],1,1,2,FS,88,0,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1104, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': ""Don't allow yards"", 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Shutdown', 'signatureActivationDescription': 'Force incompletions', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Shutdown defenders have the talent to erase receivers from the game. When they enter the zone, their coverage is tighter and interceptions are more frequent on contested catches.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1212, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Tip Drill', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability have an increased chance to catch passes that have been tipped into the air.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1105, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Acrobat', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Players with this ability are more likely to succeed at and attempt diving catches and swats.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1347, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Short Route KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch tackle knockouts in man-to-man versus short routes less than 10 yards from LoS'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 1326, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Film Study', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability will have full vision of plays the offense has run a scaling number of times each quarter, via coach cam.'}, 'isEmpty': False}]",91,96,35,83,96,21017,98,14,2,6,3,15,True,71
2020,22,68,0,0,15,0,35,34,8,87,0,85,4720,18,47,27,0,83,74,551028027,2,97,80,20,37,59,77,10,1,1,7900000,0,77,20120000,James Jr,31,95,23700000,77,3,2,1,1,35,91,False,35,12220000,1,22,50,73,0,20456,73,99,False,33300000,35,0,3,2,0,0,84,2,8,19,90,15,91,86,7880000,Haines City,7810000,35,35,False,60,67,0,79,29,82,1996,72,215,4,84,758644766,88,24,0,3,8943,Florida State,Derwin,73,5,83,46,2,3,64,10,9,67,0,24,[],1,1,2,SS,84,0,[],87,84,30,78,84,13080,86,11,2,13,1,17,True,56
2020,6,15,0,0,13,0,95,39,37,69,0,60,1338,6,57,30,0,10,80,551028390,4,30,57,94,43,44,51,6,0,0,36400000,1,57,21210000,Mailata,30,94,36400000,89,3,0,1,0,87,91,False,87,11210000,1,25,85,52,0,44410,62,99,False,33610000,91,0,31,4,0,0,87,1,3,18,75,6,93,87,0,Philadelphia,0,89,91,False,15,48,0,12,6,17,1997,64,365,24,87,758644766,74,12,0,1,9342,No College,Jordan,92,6,57,74,2,68,36,15,9,37,0,20,[],0,0,2,LT,90,1,[],66,89,24,10,89,13479,16,4,1,6,3,20,False,55
2022,39,10,0,1,15,0,32,48,4,85,0,42,1024,39,74,83,0,20,76,551028854,5,97,40,37,42,76,77,28,0,0,7900000,1,92,18450000,Pittman Jr,29,91,28200000,71,4,3,0,0,30,91,False,38,10550000,0,84,12,55,0,25548,83,99,False,33000000,55,0,5,4,0,0,79,1,10,22,90,28,92,87,11170000,Woodland Hills,13430000,43,35,False,10,93,0,14,29,20,1997,71,223,2,79,758644766,89,31,1,1,532,USC,Michael,51,7,84,67,2,11,41,29,7,71,0,84,[],0,0,2,WR,86,1,[],88,84,22,76,84,21081,16,6,1,33,1,81,True,94
2024,6,88,0,0,14,1,45,20,13,80,0,87,314,6,40,13,0,11,76,551028188,4,97,84,16,38,22,33,6,1,1,19600000,1,47,8500000,Karlaftis,26,83,19600000,84,3,0,0,0,45,88,False,45,4500000,1,5,59,87,0,2188,35,99,False,18100000,45,0,3,3,0,0,84,0,4,18,86,6,91,83,0,West Lafayette,0,45,45,False,86,34,0,17,6,23,2001,42,263,24,84,758644766,80,12,0,11,4064,Purdue,George,83,8,68,38,2,99,83,10,5,29,0,14,[],1,1,2,LE,93,0,[],86,85,30,10,85,22140,89,20,0,6,3,3,True,28
2020,6,68,0,0,12,0,45,34,46,80,0,86,350,6,33,15,0,55,75,551028370,3,97,86,13,45,25,52,6,0,1,5000000,0,55,6500000,Luvu,30,93,12500000,83,5,0,1,0,45,86,False,45,4000000,1,5,12,81,0,7988,45,99,False,20000000,45,0,19,3,0,0,80,1,9,16,73,6,85,84,0,Seattle,0,45,45,False,79,49,0,55,29,64,1996,48,235,24,80,758644766,86,12,0,3,9340,Washington State,Frankie,82,11,72,55,2,4,80,15,9,39,0,20,[],1,0,2,LOLB,88,0,[],84,80,22,10,80,13628,88,14,0,6,2,5,True,22
2023,6,29,0,0,14,0,35,27,16,88,0,67,965,6,44,43,0,88,73,551027892,0,97,80,24,43,51,75,6,0,0,7760000,1,66,7010000,Hobbs,28,91,13640000,65,4,0,1,0,35,86,False,35,3130000,1,41,84,69,0,17974,70,97,False,12450000,35,0,24,2,0,0,84,0,6,15,93,6,82,88,0,Louisville,0,35,35,False,33,64,0,87,6,86,1999,58,195,24,84,758644766,90,13,0,3,1184,Illinois,Nate,60,12,86,34,2,14,56,13,6,71,0,42,[],1,0,2,CB,90,0,[],91,85,25,74,85,21481,88,20,2,6,2,34,True,54
2020,6,29,0,0,10,0,35,22,4,87,0,51,2944,15,42,21,0,87,69,551028933,0,97,74,13,38,61,76,5,0,0,8300000,1,73,8450000,Reed Jr,30,95,8300000,52,2,0,1,0,35,88,False,35,3350000,0,15,52,67,0,29036,72,99,False,6450000,35,0,11,3,0,0,84,2,11,14,86,6,75,87,0,Bakersfield,0,35,35,False,37,64,0,82,29,86,1996,57,188,24,84,758644766,91,17,0,13,9034,Kansas State,D.J.,47,13,89,29,2,2,53,12,9,70,0,14,[],0,0,2,CB,91,0,[],91,84,30,82,84,13159,86,13,1,10,2,11,True,65
2022,23,10,1,0,17,0,22,27,8,93,0,26,1150,20,76,81,1,26,73,551028057,0,97,38,28,36,77,91,10,0,0,10000000,0,87,10170000,Jeudy,28,90,16000000,64,4,0,0,0,13,77,False,27,5170000,0,88,31,33,0,3660,88,80,False,17600000,45,0,24,4,0,0,84,1,4,19,85,10,88,89,0,Deerfield Beach,0,35,18,False,10,86,0,23,6,31,1999,76,193,24,84,758644766,91,25,1,8,3696,Alabama,Jerry,43,14,92,56,2,7,28,21,7,82,0,78,[],1,0,2,WR,87,1,[],94,84,18,69,84,20940,24,3,1,15,2,82,True,84
