rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2020,6,10,0,0,16,0,97,17,22,58,0,30,6342,6,10,15,0,10,77,551028908,0,97,29,96,22,16,10,6,0,0,20780000,2,23,18270000,Ragnow,31,92,48630000,92,5,0,1,0,88,96,False,93,7880000,1,10,85,29,0,54383,12,99,False,28150000,95,0,17,4,0,0,93,1,5,19,80,6,97,88,0,Chanhassen,0,87,86,False,10,14,0,10,24,11,1996,29,311,24,93,758644751,74,12,0,15,9031,Arkansas,Frank,88,3,55,22,2,77,27,12,9,10,0,15,[],2,0,2,C,87,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1354, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Tough Nut', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Blockers with this ability have an increased number of blocker resistance points'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1238, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Puller Elite', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Blockers with this ability will frequently attempt and win pull blocks'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1236, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Post Up', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Blockers with this ability are almost guaranteed to win any double team block they are engaged in'}, 'isEmpty': False}, {'locked': True, 'ovrThreshold': 95, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': False}]",76,93,30,10,93,13110,21,4,1,6,2,5,True,17
2022,24,29,1,0,13,0,32,33,27,93,0,50,1422,25,70,91,0,43,72,551026717,0,97,58,29,28,81,87,15,0,0,55470000,1,98,19700000,Aiyuk,29,90,88270000,65,6,0,0,0,14,96,False,28,1210000,0,90,67,49,0,25880,90,79,False,39200000,48,0,17,3,0,0,89,1,3,19,95,10,87,90,0,Reno,0,36,19,False,34,90,0,48,24,53,1998,74,200,24,89,758644751,91,28,1,3,71,Arizona State,Brandon,45,5,90,62,2,11,50,23,7,82,0,85,[],1,0,2,WR,92,1,[],93,92,30,79,92,21069,38,4,1,20,3,83,True,90
2022,6,77,0,0,10,1,45,24,32,82,0,80,1062,6,32,10,0,45,76,551027872,0,97,84,12,16,16,32,6,1,0,21700000,0,56,28320000,Highsmith,30,91,67900000,85,4,3,1,0,45,92,False,45,6620000,1,5,62,85,0,35860,31,99,False,17390000,45,0,7,3,0,0,86,0,8,14,81,6,88,84,45720000,Wilmington,26820000,45,45,False,86,27,0,56,11,66,1997,46,242,2,86,758644751,85,12,0,13,352,Charlotte,Alex,80,6,74,32,2,56,80,10,7,27,0,14,[],1,1,2,ROLB,88,0,[],86,86,19,10,86,21234,91,12,0,6,1,5,True,24
2021,10,37,0,1,34,0,65,28,14,83,1,51,2349,20,77,83,1,26,77,551027893,5,97,56,57,24,73,70,10,0,0,13020000,1,93,18520000,Hockenson,30,90,41840000,80,4,4,1,0,56,93,False,61,5500000,0,80,35,46,0,25353,82,97,False,15160000,64,0,3,4,0,0,90,1,7,38,88,10,89,80,40260000,Chariton,18700000,60,57,False,46,90,0,27,24,36,1997,79,248,2,90,758644751,84,17,1,11,9503,Iowa,T.J.,66,7,80,69,2,87,47,15,8,69,0,85,[],1,0,2,TE,87,1,[],87,91,52,10,91,20518,34,4,1,15,1,75,True,89
2027,5,87,0,0,10,1,45,19,4,81,0,80,802,5,10,15,0,30,77,551028278,0,97,90,25,31,39,39,5,0,1,5750000,1,54,10250000,Latu,26,83,19500000,78,4,2,0,0,45,85,False,45,4500000,1,15,86,85,0,8669,36,99,False,14490000,45,0,31,1,0,0,84,0,12,15,78,5,84,84,13410000,Sacramento,10920000,45,45,False,86,42,0,47,11,50,2000,45,259,2,84,758644751,84,13,0,3,10150,UCLA,Laiatu,77,8,72,25,0,97,83,16,3,35,0,15,[],1,0,2,LE,79,0,[],88,84,16,10,84,14750,80,0,0,5,1,15,True,38
2023,6,34,0,0,17,0,35,25,4,83,0,78,784,6,41,35,0,79,70,551028306,0,97,77,28,24,49,74,6,0,0,12760000,1,72,9550000,Lenoir,27,93,22980000,59,4,0,1,0,37,82,False,35,3170000,0,32,74,77,0,10740,69,99,False,9110000,35,0,6,2,0,0,85,0,10,22,83,6,87,87,0,Los Angeles,0,37,37,False,38,56,0,82,11,90,1999,59,200,24,85,758644751,91,10,0,8,1205,Oregon,Deommodore,55,10,81,42,2,2,45,10,6,67,0,41,[],0,0,2,CB,91,0,[],94,85,20,64,85,21454,85,11,1,6,2,30,True,53
2020,6,10,0,0,13,0,79,25,9,58,0,36,5142,6,27,12,0,10,80,551027029,0,97,18,76,17,14,11,6,0,0,6380000,1,23,7190000,Brown,31,94,15260000,93,5,0,1,0,79,91,False,82,4000000,0,12,60,33,0,21006,15,99,False,17210000,79,0,2,4,0,0,77,1,5,19,53,6,87,88,0,Suwanee,0,85,86,False,10,12,0,12,24,15,1996,28,345,24,77,758644751,60,12,0,13,8826,Oklahoma,Orlando,90,11,42,39,2,75,32,15,9,10,0,12,[],0,0,2,LT,95,0,[],58,81,25,10,81,13083,15,4,1,6,2,12,True,12
2022,6,79,0,0,16,0,45,28,0,80,0,80,177,6,27,15,0,33,75,551027949,4,97,84,11,17,10,22,6,1,1,3700000,0,36,6450000,Huff,29,75,11850000,72,4,2,1,0,45,80,False,45,2750000,0,8,12,86,0,4897,26,99,False,8950000,45,0,17,4,0,0,82,1,4,15,80,6,87,82,7450000,Mobile,5370000,45,45,False,90,29,0,38,24,49,1998,40,255,2,82,758644751,84,12,0,15,1453,Memphis,Bryce,77,15,72,25,2,0,62,12,7,35,0,17,[],1,0,2,LOLB,86,0,[],88,82,19,10,82,21239,75,13,0,6,1,4,True,25
2021,6,54,0,0,35,0,45,27,8,85,0,77,1309,6,23,30,0,50,73,551027902,4,97,81,20,38,45,33,6,0,0,500000,0,65,2250000,Holcomb,31,92,2000000,72,4,1,1,0,45,82,False,45,1750000,1,25,48,82,0,30217,50,95,False,7000000,45,0,30,3,0,0,75,1,6,18,80,6,85,82,2520000,New Smyrna Beach,2240000,45,45,False,46,47,0,67,11,73,1996,60,240,2,75,758644751,85,12,0,3,1452,North Carolina,Cole,70,16,74,32,2,55,69,12,8,26,0,30,[],2,1,2,MLB,81,0,[],87,75,29,10,75,20731,76,13,2,6,1,21,True,45
2018,5,15,0,0,19,0,84,22,21,60,0,24,3329,5,15,14,0,10,78,551027208,4,97,29,83,20,7,11,5,0,0,300000,0,24,2250000,Conklin,33,87,1200000,87,4,1,1,0,78,87,False,76,1950000,1,5,65,34,0,44957,12,99,False,7800000,78,0,17,4,0,0,77,1,8,18,74,5,95,85,2410000,Plainwell,1840000,78,84,False,14,15,0,11,11,14,1994,29,308,2,77,758644751,69,12,0,5,7954,Michigan State,Jack,89,18,51,24,2,78,26,13,11,12,0,16,[],0,0,2,RT,81,0,[],70,77,21,9,77,17663,19,0,1,5,1,5,True,15
