rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2018,6,89,0,0,17,0,45,23,23,73,0,85,8738,6,29,13,0,13,78,551028127,0,97,90,19,41,10,31,6,1,1,13250000,1,29,26850000,Jones,33,87,13250000,96,1,1,1,0,45,95,False,46,13600000,1,6,50,85,0,35110,27,94,False,13600000,44,0,3,4,0,0,89,1,7,17,63,6,93,86,11910000,Houston,12230000,44,44,False,85,16,0,23,28,29,1994,29,310,2,89,758644748,71,12,0,2,8082,Mississippi State,Chris,90,2,62,33,2,95,84,16,11,21,0,15,[],1,1,2,DT,91,0,[],77,89,21,9,89,17676,91,11,0,6,1,3,True,14
2020,13,84,0,0,16,0,48,24,4,69,0,89,2730,20,53,26,0,22,76,551029484,0,97,84,42,50,46,59,13,1,0,11900000,1,40,25130000,Vea,32,82,44700000,98,4,1,1,1,45,88,False,52,13230000,1,17,56,87,0,49613,55,92,False,44400000,52,0,5,4,0,0,85,1,2,15,70,10,97,85,7860000,Milpitas,7240000,45,45,False,67,18,0,28,7,35,1995,68,347,2,85,758644748,67,18,0,11,9093,Washington,Vita,94,3,60,68,2,50,81,12,9,43,0,15,[],2,0,2,DT,90,1,[],73,85,23,10,85,13091,85,11,0,16,1,16,True,24
2022,33,77,0,0,22,1,45,32,19,86,0,84,1496,28,39,14,0,27,77,551029749,8,86,91,17,42,23,38,20,1,1,30000000,1,33,20860000,Young,28,79,57500000,86,6,0,1,1,45,88,False,45,10860000,1,10,65,91,0,14889,36,99,False,62500000,45,0,1,3,0,0,85,1,1,14,84,15,89,87,0,Hyattsville,0,45,45,False,88,24,0,34,28,47,1999,43,264,24,85,758644748,86,27,0,14,687,Ohio State,Chase,85,4,71,34,2,99,86,23,7,36,0,17,[],0,1,2,RE,83,0,[],90,89,20,10,89,20985,83,11,0,25,3,5,True,25
2019,6,32,0,0,25,0,35,22,34,88,0,69,5163,6,33,34,0,93,72,551028276,8,77,72,15,42,67,80,6,0,0,14320000,1,75,13950000,Lattimore,31,90,14320000,72,2,0,1,0,35,89,False,35,6140000,1,24,53,73,0,27056,74,98,False,9470000,35,0,20,4,0,0,88,2,5,30,90,6,82,89,0,Cleveland,0,35,35,False,44,72,0,89,28,91,1996,61,192,24,88,758644748,90,17,0,1,8632,Ohio State,Marshon,55,6,90,23,2,23,52,10,10,73,0,20,[],0,1,2,CB,86,0,[],91,88,19,70,88,12528,89,12,1,6,2,17,True,60
2020,23,10,0,1,13,0,24,43,37,93,1,18,2063,33,82,89,1,29,72,551028585,0,97,36,20,41,89,95,20,0,0,31800000,1,89,23550000,Moore,30,93,57500000,66,6,0,1,0,25,93,False,30,12950000,0,82,60,30,0,39934,96,89,False,70000000,56,0,14,4,0,0,88,1,4,18,94,15,92,90,0,Philadelphia,0,30,22,False,10,89,0,18,7,24,1997,78,210,24,88,758644748,91,23,1,8,8995,Maryland,D.J.,41,7,86,71,2,2,22,22,9,83,0,93,[],1,0,2,WR,98,1,[],92,88,40,80,88,13184,22,6,1,27,3,88,True,89
2019,6,33,0,0,20,0,83,25,43,68,0,42,1700,6,26,26,0,10,77,551026934,7,24,39,81,37,17,19,6,0,0,7300000,0,36,15590000,Bolles,35,88,22650000,82,4,1,1,0,86,85,False,76,8290000,0,16,69,38,0,56601,28,99,False,23950000,79,0,27,4,0,0,79,1,5,22,70,6,88,81,4640000,Lehi,2650000,81,80,False,27,25,0,12,7,15,1992,29,300,2,79,758644748,70,12,0,5,8482,Utah,Garett,85,15,57,37,2,72,34,14,10,15,0,22,[],0,0,1,LT,77,0,[],76,79,24,10,79,12545,26,6,1,6,1,8,True,30
2020,6,70,0,0,13,1,45,18,4,81,0,83,714,6,33,15,0,37,74,551028692,0,97,82,20,49,30,52,6,1,1,300000,0,63,2250000,Nwosu,30,86,1200000,73,4,2,1,0,45,85,False,45,1950000,1,5,55,78,0,24703,41,95,False,7800000,45,0,28,3,0,0,73,1,12,17,78,6,82,81,12320000,Carson,5210000,45,45,False,76,43,0,56,28,67,1996,47,251,2,73,758644748,83,15,0,13,9008,USC,Uchenna,72,18,73,33,2,40,76,13,9,42,0,35,[],0,0,2,ROLB,91,0,[],85,76,18,10,76,13145,80,20,0,6,1,5,True,46
2018,6,40,0,0,21,0,77,24,36,66,0,48,1146,6,10,10,0,10,76,551029103,5,97,31,81,40,8,10,6,0,0,250000,0,20,2000000,Seumalo,33,87,1000000,83,4,1,1,0,78,86,False,78,1750000,0,5,85,33,0,54203,10,99,False,7000000,77,0,29,4,0,0,75,1,10,22,66,6,81,83,2190000,Corvallis,2680000,78,79,False,30,12,0,15,28,20,1993,29,303,2,75,758644748,70,12,0,5,8208,Oregon State,Isaac,88,20,54,20,2,73,35,10,11,10,0,12,[],0,0,2,LG,82,0,[],73,76,22,10,76,17776,30,4,1,6,1,5,True,10
2017,6,20,0,0,20,0,79,22,9,54,0,37,5009,6,10,10,0,10,75,551026765,10,7,29,80,49,9,10,6,0,0,660000,0,25,2360000,Andrews,35,90,660000,81,1,1,1,0,73,88,False,80,1700000,1,5,85,38,0,31296,10,92,False,1700000,77,0,10,4,0,0,70,1,7,20,74,6,97,77,0,Johns Creek,1410000,64,69,False,15,12,0,13,28,15,1992,22,300,2,70,758644748,67,12,0,5,7649,Georgia,David,72,22,51,26,2,60,40,12,12,10,1,12,[],1,0,2,C,79,0,[],71,70,25,10,70,2798,20,4,1,6,1,5,True,10
2020,6,69,0,0,13,0,45,22,4,74,0,78,19,6,32,10,0,21,76,551027708,0,97,78,15,49,26,32,6,1,1,1370000,0,34,3780000,Green,30,83,1370000,80,1,1,1,0,45,73,False,45,2410000,0,3,15,79,0,11092,38,99,False,2410000,45,0,15,2,0,0,65,1,5,18,79,6,87,80,840000,Los Angeles,1870000,45,45,False,60,15,0,21,7,28,1997,36,279,2,65,758644748,81,12,0,11,8904,USC,Rasheem,80,37,63,28,2,90,68,17,9,24,0,12,[],2,0,0,LE,87,0,[],81,68,30,10,68,13168,71,12,0,6,1,2,True,10
2025,15,27,0,1,12,0,26,27,4,80,0,45,0,25,65,68,0,35,75,551027224,0,97,35,24,49,74,74,19,0,0,2020000,0,84,3330000,Cooks,27,83,2020000,65,2,0,1,0,25,58,False,33,2320000,1,67,12,39,0,3777,77,95,False,4830000,51,0,13,4,0,0,64,1,10,15,87,15,84,85,0,Atascadero,0,37,24,False,29,83,0,33,0,39,1998,75,215,24,64,758644748,87,26,1,11,0,San Jose State,Elijah,49,64,81,61,2,80,25,16,4,68,0,71,[],1,0,2,WR,88,1,[],91,67,27,58,67,22822,19,6,1,21,2,62,True,83
2022,91,10,0,0,17,0,20,87,34,82,0,29,4295,99,49,28,0,25,76,551027067,0,97,38,20,41,69,64,93,0,0,136620000,3,40,80010000,Burrow,30,94,220360000,68,5,0,2,0,15,97,False,30,34470000,0,19,60,36,0,32435,86,97,False,145630000,15,0,10,4,0,0,94,1,12,21,74,84,97,0,0,Athens,0,15,25,False,10,26,1,29,11,33,1996,63,215,24,94,758644748,83,93,0,11,198,LSU,Joe,29,2,79,57,1,3,30,95,7,68,1,18,[],2,0,1,QB,89,1,"[{'locked': False, 'ovrThreshold': 0, 'signatureAbility': {'signatureLogoId': 1108, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': ""Don't take sacks"", 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Run & Gun', 'signatureActivationDescription': 'Make consecutive passes for 5+ yards in air', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Many passers use a combination of mobility and aggressiveness to make big plays. When they enter the zone, they have perfect accuracy while throwing on the run.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 70, 'signatureAbility': {'signatureLogoId': 1142, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Fearless', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability are immune to throw penalties caused by defensive pressure while their feet are set in the pocket'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1193, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Sideline Deadeye', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability have perfect accuracy on all throws outside the numbers (except on high/low throws).'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1192, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Set Feet Lead', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability have increased throw power on bullet precision passes made while their feet are set (except on high/low throws).'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1179, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Red Zone Deadeye', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability have perfect accuracy on all unpressured throws inside the red zone (except on high/low throws).'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 90, 'signatureAbility': {'signatureLogoId': 1146, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Inside Deadeye', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability have perfect accuracy on all throws inside the numbers (except on high/low throws).'}, 'isEmpty': False}]",86,94,89,10,94,20948,27,4,1,97,3,15,True,19
2021,41,62,0,0,20,1,45,42,12,81,0,81,2591,39,50,15,0,44,73,551027438,7,97,92,17,40,31,30,32,0,0,13000000,1,72,24350000,Edwards,31,95,39000000,72,3,3,1,0,45,84,False,45,11350000,1,5,74,92,0,6641,35,85,False,30000000,45,0,12,3,0,0,76,2,8,20,79,28,85,81,38790000,Lake Villa,24950000,45,45,False,57,48,0,74,33,78,1996,65,242,1,76,758644748,84,31,0,3,9449,Wisconsin,T.J.,83,17,76,47,2,49,75,33,8,30,0,12,[],1,0,2,ROLB,88,0,[],85,84,25,10,84,20591,88,13,2,36,1,5,True,52
2024,15,28,0,0,19,0,59,30,46,70,1,42,609,25,66,77,0,12,77,551028755,0,97,45,64,40,59,62,14,0,0,5000000,0,89,8460000,Otton,28,95,15000000,77,3,3,1,0,61,81,False,61,3460000,0,70,31,39,0,13080,69,97,False,9000000,64,0,15,4,0,0,79,1,4,21,77,15,80,75,15150000,Tumater,7620000,62,60,False,26,80,0,14,2,21,1999,73,247,1,79,758644748,81,11,1,11,1872,Washington,Cade,70,25,67,71,2,88,42,10,5,56,0,74,[],1,0,2,TE,89,1,[],84,79,29,25,79,22091,41,5,2,20,1,58,True,83
2028,22,83,0,0,24,1,44,37,29,75,0,78,52,25,27,42,0,36,76,551027844,40,97,80,40,46,31,33,11,1,1,3760000,0,27,3760000,Johnson,23,91,7520000,90,4,3,0,0,39,72,False,38,1880000,1,48,18,81,1,6651,46,97,False,7160000,38,0,8,3,0,1,78,1,7,30,77,45,79,85,16730000,PLACEHOLDER,16010000,33,35,False,60,41,1,40,22,42,2052,59,268,22,78,758644748,84,39,0,1,4077,Texas,Desmond,76,2,63,34,0,70,69,46,2,42,0,47,[],1,1,1,RE,87,0,[],88,78,30,27,78,2105,68,9,2,19,2,45,True,29
2028,16,24,0,0,35,0,65,21,15,66,0,36,288,27,39,45,0,48,76,551029415,2,97,29,88,40,35,36,33,0,0,1020000,0,33,1830000,Reese,24,79,2040000,83,4,0,2,0,64,71,False,82,1320000,0,31,72,30,1,5428,41,99,False,5120000,82,0,25,3,0,1,64,1,5,30,60,40,80,83,0,PLACEHOLDER,0,76,77,False,44,33,1,43,22,41,2007,52,310,24,64,758644748,70,33,0,1,10331,Missouri,Quincey,90,3,47,40,0,51,39,47,2,48,0,48,[],1,0,1,C,79,1,[],76,74,20,48,74,2229,26,2,2,19,2,33,True,42
