rookieYear,throwOnRunRating,powerMovesRating,dropOpenPassTrait,hPCatchTrait,kickAccRating,dLSpinTrait,runBlockFinesseRating,throwPowerRating,homeState,agilityRating,posCatchTrait,hitPowerRating,legacyScore,throwAccShortRating,stiffArmRating,routeRunShortRating,feetInBoundsTrait,pressRating,height,rosterId,injuryLength,injuryType,pursuitRating,leadBlockRating,confRating,breakTackleRating,jukeMoveRating,throwAccDeepRating,dLBullRushTrait,dLSwimTrait,capReleasePenalty,devTrait,catchRating,capHit,lastName,age,staminaRating,contractBonus,strengthRating,contractLength,desiredLength,sensePressureTrait,bigHitTrait,passBlockFinesseRating,awareRating,isFreeAgent,runBlockPowerRating,capReleaseNetSavings,highMotorTrait,routeRunMedRating,productionGrade,tackleRating,throwAwayTrait,experiencePoints,bCVRating,sizeGrade,isOnIR,contractSalary,runBlockRating,durabilityGrade,birthDay,coverBallTrait,skillPoints,predictTrait,teamSchemeOvr,playBallTrait,birthMonth,kickPowerRating,jumpRating,playActionRating,toughRating,physicalGrade,desiredBonus,homeTown,desiredSalary,passBlockRating,passBlockPowerRating,isOnPracticeSquad,finesseMovesRating,specCatchRating,tightSpiralTrait,manCoverRating,draftPick,zoneCoverRating,birthYear,carryRating,weight,reSignStatus,intangibleGrade,teamId,speedRating,breakSackRating,yACCatchTrait,runStyle,portraitId,college,firstName,impactBlockRating,draftRound,changeOfDirectionRating,truckRating,decisionMakerTrait,jerseyNum,blockShedRating,throwUnderPressureRating,yearsPro,spinMoveRating,clutchTrait,releaseRating,rosterGoalList,penaltyTrait,stripBallTrait,qBStyleTrait,position,injuryRating,fightForYardsTrait,signatureSlotList,accelRating,playerSchemeOvr,throwAccRating,kickRetRating,playerBestOvr,presentationId,playRecRating,scheme,lBStyleTrait,throwAccMidRating,contractYearsLeft,routeRunDeepRating,isActive,cITRating
2024,90,10,0,0,21,0,16,85,2,81,0,13,1834,97,30,12,0,10,73,551028895,0,97,28,18,48,65,63,90,0,0,64320000,2,24,61760000,Purdy,27,82,160800000,63,6,0,0,0,14,90,False,12,29600000,0,11,47,25,1,11565,78,90,False,171000000,19,0,27,4,0,0,89,1,12,22,70,89,85,0,0,Gilbert,0,13,10,False,10,15,1,10,19,12,1999,64,220,24,89,758644767,78,74,0,1,1899,Iowa State,Brock,24,3,77,51,1,13,18,89,5,65,0,13,[],1,0,1,QB,89,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1218, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Gutsy Scrambler', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability are immune to throw penalties caused by defensive pressure while on the run'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1146, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Inside Deadeye', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Passers with this ability have perfect accuracy on all throws inside the numbers (except on high/low throws).'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 0, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': '', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': ''}, 'isEmpty': True}]",88,89,78,10,89,22383,14,2,1,96,3,10,True,12
2023,47,50,0,0,17,1,45,43,45,88,0,85,804,40,40,34,1,48,74,551028761,0,97,92,18,39,48,55,30,0,0,47100000,2,72,24700000,Owusu-Koramoah,27,88,84500000,65,6,0,1,1,45,88,False,45,9000000,1,29,77,83,0,7745,61,99,False,52000000,45,0,4,3,0,0,89,1,11,18,87,29,88,85,0,Hampton,0,45,45,False,64,56,0,76,19,87,1999,57,221,24,89,758644767,89,41,0,3,1060,Notre Dame,Jeremiah,73,5,79,38,2,6,71,32,6,53,0,31,[],1,1,2,ROLB,88,0,"[{'locked': False, 'ovrThreshold': 75, 'signatureAbility': {'signatureLogoId': 1205, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Unfakeable', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability are rarely faked out by ballcarrier moves (and cannot be faked out when user-controlled).'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 80, 'signatureAbility': {'signatureLogoId': 1327, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Flat Zone KO', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability force more catch knockouts and react quicker in any flat zone coverage, less than 10 yards from the LoS and outside the hash marks.'}, 'isEmpty': False}, {'locked': False, 'ovrThreshold': 85, 'signatureAbility': {'signatureLogoId': 1386, 'marketplaceAbilityAlias': '', 'signatureDeactivationDescription': '', 'activationEnabled': False, 'unlockRequirement': '', 'deactivationEnabled': False, 'signatureTitle': 'Crusher', 'signatureActivationDescription': '', 'activationId': '', 'deactivationId': '', 'startActivated': False, 'isUnlocked': False, 'abilityGUID': '', 'abilityRank': 'ABILITIESRANK_BRONZE', 'isPassive': False, 'signatureDescription': 'Defenders with this ability will cause heavy fatigue penalties when tackling a ballcarrier with a hit-stick tackle.'}, 'isEmpty': False}]",92,89,26,35,89,21500,90,20,2,36,3,23,True,53
2018,6,15,0,0,19,0,81,22,34,58,0,70,1775,6,15,25,0,10,79,551027335,0,97,29,83,35,6,11,6,0,0,8700000,1,44,18990000,Decker,33,88,28100000,90,4,1,1,0,85,93,False,81,10290000,1,5,60,34,0,40966,12,99,False,30600000,81,0,23,4,0,0,81,1,8,18,72,6,92,87,8880000,Vandalia,9370000,88,91,False,14,15,0,11,16,14,1994,28,318,2,81,758644767,69,12,0,5,7974,Ohio State,Taylor,89,12,52,20,2,68,26,15,11,12,0,16,[],0,0,2,LT,89,0,[],67,86,21,9,86,17665,19,6,1,6,1,5,True,15
2024,15,54,0,0,38,0,45,28,4,80,0,85,1095,16,46,32,0,48,75,551028335,0,97,91,24,45,49,52,10,0,0,6180000,1,73,12690000,Lloyd,28,90,24720000,78,4,3,1,0,45,84,False,45,6510000,1,30,67,87,0,16440,65,99,False,21750000,45,0,30,3,0,0,85,1,9,41,84,6,88,84,18200000,Chula Vista,12530000,45,45,False,64,70,0,64,19,75,1998,65,235,2,85,758644767,84,18,0,11,1812,Utah,Devin,83,15,75,45,2,33,79,10,5,44,0,33,[],1,0,2,LOLB,92,0,[],91,85,10,10,85,22183,89,11,2,12,1,28,True,58
2021,6,32,0,0,14,0,35,25,17,81,0,84,1917,6,43,35,0,65,72,551029663,0,97,74,10,48,53,67,6,0,0,500000,0,75,2250000,Wilson,32,92,2000000,60,4,1,1,1,35,80,False,35,1750000,0,30,28,73,0,23995,60,89,False,7000000,35,0,21,2,0,0,76,2,2,15,86,6,79,81,2100000,Shreveport,2990000,35,35,False,39,65,0,74,16,76,1995,51,204,2,76,758644767,88,10,0,3,9684,Texas A&M,Donovan,67,16,80,35,2,20,62,17,8,58,0,45,[],1,0,2,SS,86,0,[],88,76,15,30,76,20713,80,11,2,6,1,24,True,52
2022,6,64,0,0,18,1,45,23,9,79,0,81,176,6,44,31,0,44,75,551027710,0,97,79,27,48,24,47,6,1,0,300000,0,63,2250000,Greenard,30,76,1200000,77,4,1,1,0,45,84,False,45,1950000,1,21,57,74,0,7773,48,99,False,7800000,45,0,25,3,0,0,71,1,5,21,75,6,82,80,1290000,Hiram,2500000,45,45,False,80,47,0,41,16,50,1997,56,263,2,71,758644767,81,16,0,14,305,Florida,Jonathan,80,18,72,32,2,58,80,11,7,43,0,29,[],1,1,0,LOLB,85,0,[],82,74,19,20,74,21131,84,20,0,6,1,19,True,47
2021,6,31,0,0,12,0,75,26,5,60,0,41,1775,6,23,15,0,10,77,551028975,0,97,42,79,38,10,19,6,1,0,200000,0,31,1750000,Risner,32,87,800000,86,4,1,1,0,75,85,False,69,1550000,0,6,75,44,0,32155,20,99,False,6200000,72,0,13,4,0,0,72,1,7,18,71,6,90,83,920000,Wiggins,1520000,76,78,False,24,16,0,12,19,12,1995,34,312,2,72,758644767,70,12,0,5,9612,Kansas State,Dalton,85,23,59,27,2,66,36,10,8,17,0,15,[],1,0,2,RG,91,0,[],62,72,24,10,72,20361,29,4,1,6,1,5,True,18
2024,19,33,0,0,17,0,34,25,9,82,0,64,156,17,35,39,0,80,74,551029554,0,97,72,24,48,52,73,12,0,0,150000,0,64,1500000,Watson,28,89,600000,66,4,1,1,0,29,78,False,34,1350000,0,36,50,61,0,9510,64,96,False,5400000,34,0,17,3,0,0,78,1,9,16,90,6,80,88,1210000,Augusta,2040000,29,29,False,41,55,0,81,16,77,1998,59,197,2,78,758644767,89,20,0,13,2014,Washington State,Jaylen,53,26,86,40,2,35,55,14,5,66,0,41,[],1,0,0,CB,91,0,[],92,78,26,45,78,22242,77,20,2,14,1,32,True,57
2027,34,32,0,0,18,0,24,25,8,88,0,58,25,25,40,34,0,79,72,551027709,0,97,75,16,48,62,71,21,0,0,3200000,0,59,4080000,Green,26,85,3200000,59,2,0,0,0,21,71,False,21,2480000,0,30,48,65,0,4022,65,98,False,5200000,35,0,9,1,0,0,79,1,11,21,89,18,85,88,0,Orlando,0,30,20,False,37,60,0,87,16,73,2000,57,186,24,79,758644767,89,35,0,3,10090,Florida State,Renardo,48,46,85,35,0,31,42,21,3,67,0,33,[],0,0,2,CB,92,0,[],91,79,35,50,79,14985,74,0,2,22,2,21,True,50
2021,6,64,0,0,14,0,45,23,17,81,0,85,1652,6,60,24,0,53,72,551029589,4,97,86,23,38,34,65,6,1,0,0,0,69,1750000,White,29,95,0,76,4,3,0,0,45,78,False,45,1750000,1,19,75,85,0,18888,63,85,False,7000000,45,0,17,3,0,0,77,1,2,18,93,6,91,84,9740000,Springhill,7180000,45,45,False,70,46,0,63,14,68,1998,62,237,2,77,758644767,88,12,0,6,9672,LSU,Devin,77,16,81,47,2,50,71,10,8,48,0,26,[],2,1,2,MLB,94,1,[],89,77,25,10,77,20581,78,13,2,6,1,12,True,41
